iter	Passed	Remaining
545	2322	1931
546	2324	1925
547	2326	1919
548	2328	1913
549	2332	1908
550	2335	1903
551	2337	1897
552	2339	1891
553	2341	1885
554	2344	1879
555	2346	1873
556	2348	1868
557	2351	1862
558	2353	1856
559	2355	1850
560	2357	1844
561	2361	1840
562	2365	1836
563	2367	1830
564	2369	1824
565	2371	1818
566	2373	1812
567	2376	1807
568	2378	1801
569	2381	1796
570	2384	1791
571	2387	1786
572	2389	1780
573	2393	1776
574	2395	1770
575	2397	1764
576	2399	1759
577	2401	1753
578	2403	1747
579	2405	1741
580	2407	1736
581	2410	1730
582	2412	1725
583	2414	1720
584	2417	1714
585	2419	1709
586	2421	1703
587	2423	1698
588	2425	1692
589	2427	1687
590	2429	1681
591	2431	1675
592	2433	1670
593	2436	1665
594	2438	1659
595	2440	1654
596	2442	1648
597	2444	1643
598	2446	1637
599	2448	1632
600	2450	1626
601	2452	1621
602	2454	1616
603	2457	1610
604	2459	1605
605	2461	1600
606	2463	1594
607	2465	1589
608	2467	1584
609	2469	1579
610	2471	1573
611	2473	1568
612	2475	1563
613	2477	1557
614	2480	1553
615	2482	1547
616	2485	1542
617	2486	1537
618	2489	1532
619	2491	1527
620	2493	1521
621	2496	1516
622	2498	1511
623	2500	1506
624	2502	1501
625	2504	1496
626	2506	1491
627	2508	1485
628	2510	1480
629	2512	1475
630	2514	1470
631	2516	1465
632	2518	1460
633	2520	1455
634	2522	1449
635	2524	1445
636	2527	1440
637	2528	1434
638	2531	1429
639	2533	1424
640	2535	1419
641	2537	1414
642	2539	1409
643	2541	1405
644	2543	1400
645	2546	1395
646	2548	1390
647	2550	1385
648	2552	1380
649	2555	1376
650	2558	1371
651	2560	1366
652	2562	1361
653	2564	1356
654	2566	1351
655	2569	1347
656	2571	1342
657	2573	1337
658	2575	1332
659	2577	1327
660	2579	1323
661	2584	1319
662	2586	1314
663	2589	1310
664	2591	1305
665	2593	1300
666	2595	1295
667	2598	1291
668	2600	1286
669	2602	1281
670	2604	1276
671	2606	1272
672	2608	1267
673	2610	1262
674	2613	1258
675	2615	1253
676	2617	1248
677	2621	1244
678	2623	1240
679	2625	1235
680	2630	1232
681	2632	1227
682	2635	1223
683	2637	1218
684	2639	1213
685	2642	1209
686	2644	1204
687	2646	1200
688	2648	1195
689	2650	1190
690	2652	1186
691	2654	1181
692	2657	1177
693	2659	1172
694	2661	1167
695	2663	1163
696	2665	1158
697	2667	1154
698	2669	1149
699	2672	1145
700	2674	1140
701	2676	1136
702	2678	1131
703	2680	1127
704	2682	1122
705	2684	1117
706	2686	1113
707	2689	1109
708	2691	1104
709	2693	1099
710	2694	1095
711	2697	1090
712	2698	1086
713	2701	1081
714	2703	1077
715	2705	1073
716	2707	1068
717	2709	1064
718	2711	1059
719	2712	1055
720	2715	1050
721	2717	1046
722	2719	1042
723	2721	1037
724	2724	1033
725	2726	1028
726	2728	1024
727	2731	1020
728	2733	1016
729	2736	1012
730	2738	1007
731	2740	1003
732	2741	998
733	2743	994
734	2746	990
735	2748	985
736	2750	981
737	2752	977
738	2754	972
739	2756	968
740	2758	964
741	2761	960
742	2763	955
743	2765	951
744	2767	947
745	2769	943
746	2771	938
747	2773	934
748	2776	930
749	2778	926
750	2780	921
751	2782	917
752	2783	913
753	2785	908
754	2787	904
755	2790	900
756	2791	896
757	2794	892
758	2796	887
759	2798	883
760	2800	879
761	2802	875
762	2805	871
763	2807	867
764	2809	862
765	2810	858
766	2812	854
767	2814	850
768	2816	846
769	2819	842
770	2821	838
771	2823	833
772	2825	829
773	2827	825
774	2829	821
775	2830	817
776	2833	813
777	2835	809
778	2837	805
779	2839	801
780	2842	796
781	2843	792
782	2845	788
783	2847	784
784	2851	780
785	2853	776
786	2856	773
787	2858	769
788	2860	764
789	2862	760
790	2865	757
791	2866	752
792	2869	748
793	2871	745
794	2873	740
795	2875	736
796	2877	732
797	2880	729
798	2882	725
799	2884	721
800	2886	717
801	2888	713
802	2890	709
803	2892	705
804	2895	701
805	2897	697
806	2899	693
807	2901	689
808	2903	685
809	2905	681
810	2907	677
811	2909	673
812	2911	669
813	2913	665
814	2915	661
815	2917	657
816	2919	653
817	2921	650
818	2925	646
819	2927	642
820	2929	638
821	2931	634
822	2933	630
823	2935	626
824	2937	623
825	2939	619
826	2941	615
827	2943	611
828	2945	607
829	2947	603
830	2949	599
831	2951	595
832	2954	592
833	2956	588
834	2958	584
835	2960	580
836	2961	576
837	2963	572
838	2965	569
839	2968	565
840	2970	561
841	2973	557
842	2974	554
843	2977	550
844	2979	546
845	2981	542
846	2983	538
847	2986	535
848	2988	531
849	2990	527
850	2992	524
851	2995	520
852	2996	516
853	2999	512
854	3001	509
855	3003	505
856	3005	501
857	3008	497
858	3010	494
859	3012	490
860	3014	486
861	3016	482
862	3018	479
863	3020	475
864	3022	471
865	3024	468
866	3027	464
867	3029	460
868	3031	457
869	3033	453
870	3036	449
871	3038	445
872	3040	442
873	3042	438
874	3045	435
875	3047	431
876	3049	427
877	3051	424
878	3053	420
879	3055	416
880	3058	413
881	3061	409
882	3062	405
883	3064	402
884	3066	398
885	3068	394
886	3070	391
887	3073	387
888	3075	384
889	3077	380
890	3079	376
891	3081	373
892	3083	369
893	3086	365
894	3088	362
895	3090	358
896	3092	355
897	3094	351
898	3096	347
899	3098	344
900	3100	340
901	3102	337
902	3104	333
903	3106	329
904	3108	326
905	3110	322
906	3112	319
907	3114	315
908	3117	312
909	3119	308
910	3121	304
911	3123	301
912	3125	297
913	3127	294
914	3129	290
915	3132	287
916	3134	283
917	3136	280
918	3137	276
919	3139	273
920	3141	269
921	3143	265
922	3147	262
923	3149	259
924	3151	255
925	3153	252
926	3155	248
927	3157	245
928	3161	241
929	3163	238
930	3165	234
931	3167	231
932	3169	227
933	3171	224
934	3173	220
935	3176	217
936	3178	213
937	3180	210
938	3182	206
939	3185	203
940	3187	199
941	3191	196
942	3193	193
943	3195	189
944	3197	186
945	3200	182
946	3203	179
947	3207	175
948	3210	172
949	3212	169
950	3214	165
951	3216	162
952	3219	158
953	3221	155
954	3223	151
955	3225	148
956	3227	145
957	3229	141
958	3231	138
959	3233	134
960	3235	131
961	3237	127
962	3239	124
963	3241	121
964	3243	117
965	3245	114
966	3247	110
967	3251	107
968	3253	104
969	3255	100
970	3257	97
971	3259	93
972	3261	90
973	3264	87
974	3266	83
975	3268	80
976	3270	76
977	3271	73
978	3273	70
979	3275	66
980	3278	63
981	3281	60
982	3283	56
983	3285	53
984	3287	50
985	3289	46
986	3291	43
987	3296	40
988	3298	36
989	3301	33
990	3303	30
991	3305	26
992	3309	23
993	3311	19
994	3313	16
995	3315	13
996	3317	9
997	3319	6
998	3322	3
999	3324	0
